borrower_id,credit_score,annual_income,employment_length,dti,loan_amount,term,interest_rate,loan_purpose,home_ownership,default_status
3372,724,49523,12,28.9%,15704,36m,18.92%,home_improvement,own,0
3373,755,91088,27,17.9%,7565,36m,12.05%,small_business,mortgage,1
3374,633,86163,1,20.7%,45856,60m,21.42%,car,rent,1
3375,571,97525,9,16.5%,39256,60m,11.86%,car,mortgage,1
3376,752,33780,21,33.3%,32615,60m,11.85%,car,rent,0
3377,576,26589,12,9.6%,43674,60m,9.46%,medical,rent,1
3378,744,54812,8,38.7%,3927,36m,18.68%,wedding,mortgage,0
3379,630,113664,32,27.2%,17512,36m,6.53%,car,mortgage,1
3380,675,65939,13,36.0%,10301,36m,12.26%,home_improvement,mortgage,1
3381,785,71493,19,19.9%,23313,36m,10.34%,debt_consolidation,mortgage,0
3382,733,124188,14,16.6%,10457,60m,9.59%,credit_card,rent,0
3383,641,113326,31,36.5%,7492,60m,6.22%,small_business,rent,1
3384,770,60953,32,8.5%,5223,36m,8.81%,small_business,rent,0
3385,570,85785,16,9.1%,24511,36m,13.92%,car,own,1
3386,596,39309,23,15.5%,23455,60m,15.07%,credit_card,mortgage,1
3387,757,74195,29,38.6%,35722,36m,10.39%,car,own,0
3388,650,135662,12,27.2%,25434,36m,18.0%,medical,mortgage,1
3389,736,45901,15,24.4%,32341,36m,11.72%,credit_card,mortgage,0
3390,633,43576,1,29.7%,44309,36m,12.34%,car,rent,1
3391,555,51508,16,19.6%,17007,60m,20.65%,car,rent,1
3392,696,94711,31,31.5%,36342,36m,16.04%,home_improvement,mortgage,1
3393,734,45464,7,18.8%,28799,60m,24.06%,home_improvement,mortgage,0
3394,746,80281,2,33.9%,17674,36m,12.19%,wedding,mortgage,1
3395,680,36260,11,14.4%,17426,36m,21.56%,home_improvement,mortgage,0
3396,550,144997,19,14.7%,9095,36m,19.77%,wedding,own,1
3397,607,55440,15,23.3%,46791,36m,22.8%,medical,rent,1
3398,673,115082,13,20.1%,26104,36m,24.14%,wedding,rent,1
3399,715,125583,15,27.7%,5255,36m,5.15%,credit_card,own,1
3400,564,76683,32,17.8%,35826,36m,6.77%,medical,rent,1
3401,711,144206,29,13.1%,36725,60m,18.49%,debt_consolidation,own,0
3402,738,61430,11,21.4%,25032,36m,12.8%,car,rent,1
3403,712,21987,14,24.6%,6944,36m,21.38%,car,mortgage,0
3404,613,134778,17,10.0%,39826,60m,5.24%,car,rent,1
3405,790,45105,27,24.5%,32497,36m,21.14%,home_improvement,rent,1
3406,574,98484,22,16.2%,29723,60m,7.7%,car,mortgage,1
3407,573,138747,13,18.7%,37287,60m,10.8%,wedding,rent,1
3408,561,33026,29,14.8%,13845,60m,24.38%,home_improvement,rent,1
3409,567,88309,32,37.6%,26297,60m,6.03%,debt_consolidation,own,1
3410,564,65927,14,28.9%,4570,36m,11.98%,medical,own,1
3411,785,95414,6,14.2%,29503,36m,6.69%,medical,rent,1
3412,757,77535,14,27.6%,9450,60m,22.07%,wedding,rent,0
3413,576,62946,37,34.7%,22271,36m,19.06%,medical,mortgage,1
3414,621,146503,10,19.1%,42471,36m,21.01%,home_improvement,own,1
3415,609,76561,28,34.0%,17898,60m,15.55%,small_business,own,1
3416,723,30377,30,10.4%,16389,60m,12.15%,small_business,rent,0
3417,766,73592,24,33.8%,27463,36m,5.05%,credit_card,mortgage,0
3418,694,27347,23,23.9%,2744,36m,10.56%,small_business,rent,1
3419,642,53776,18,12.8%,24804,36m,15.29%,credit_card,rent,1
3420,602,23783,1,19.2%,38282,60m,18.29%,debt_consolidation,rent,1
3421,557,75798,21,39.6%,12871,36m,9.58%,credit_card,rent,1
3422,628,24298,19,32.4%,15536,60m,7.78%,debt_consolidation,mortgage,1
3423,576,90204,32,25.1%,25097,60m,9.03%,car,rent,1
3424,723,106207,7,9.0%,2175,36m,12.08%,wedding,own,0
3425,599,120356,24,19.6%,5217,36m,7.97%,medical,mortgage,1
3426,793,75161,8,14.2%,17106,36m,8.14%,wedding,rent,0
3427,748,80652,33,7.5%,32359,60m,5.88%,small_business,own,0
3428,680,54484,22,24.0%,48464,36m,22.13%,home_improvement,own,1
3429,642,118614,4,36.1%,24357,60m,9.4%,debt_consolidation,mortgage,1
3430,741,149572,24,28.6%,44354,36m,21.44%,small_business,rent,1
3431,721,132695,7,13.7%,40570,36m,13.77%,home_improvement,rent,0
3432,730,40922,15,25.1%,9034,60m,17.65%,home_improvement,rent,1
3433,573,54028,14,38.0%,18263,36m,6.51%,medical,mortgage,1
3434,609,131461,0,30.3%,44180,60m,16.67%,wedding,rent,1
3435,671,40316,21,29.1%,10776,36m,10.8%,car,mortgage,1
3436,680,96996,2,38.9%,45822,60m,6.9%,car,rent,1
3437,697,36968,37,33.0%,11812,60m,23.16%,wedding,mortgage,1
3438,595,50266,13,9.8%,21739,60m,17.07%,credit_card,mortgage,1
3439,564,145679,35,17.2%,28925,36m,9.83%,small_business,rent,1
3440,702,115745,17,38.8%,21575,36m,13.39%,car,mortgage,1
3441,771,44000,17,22.1%,24231,36m,12.14%,medical,mortgage,0
3442,755,143239,2,8.9%,13399,36m,19.01%,small_business,own,0
3443,748,34011,9,21.1%,49731,60m,17.15%,home_improvement,mortgage,0
3444,566,22866,38,29.4%,25100,36m,5.4%,debt_consolidation,mortgage,1
3445,675,132669,0,39.9%,12768,36m,8.96%,debt_consolidation,own,1
3446,785,25898,26,16.3%,35299,60m,14.56%,car,mortgage,0
3447,633,38395,26,23.0%,13357,60m,13.91%,credit_card,rent,1
3448,777,59019,10,35.8%,3437,60m,15.33%,debt_consolidation,rent,0
3449,558,123243,4,17.4%,26946,36m,19.3%,credit_card,rent,1
3450,715,24006,6,8.8%,22888,36m,18.64%,debt_consolidation,rent,0
3451,725,54393,18,38.2%,7502,36m,12.46%,credit_card,mortgage,0
3452,798,30956,28,22.1%,42376,36m,22.55%,wedding,mortgage,0
3453,737,70042,14,22.6%,7566,36m,6.26%,credit_card,own,0
3454,612,116199,34,26.7%,43576,60m,16.69%,home_improvement,rent,1
3455,763,26078,36,5.1%,6014,36m,23.99%,medical,mortgage,0
3456,795,49631,11,37.6%,15613,36m,15.98%,debt_consolidation,mortgage,1
3457,794,115676,29,17.7%,42167,36m,14.1%,small_business,own,0
3458,666,141724,19,18.9%,35699,36m,7.68%,car,rent,1
3459,679,82901,36,11.1%,37233,36m,21.2%,medical,rent,0
3460,637,127227,2,18.2%,23814,36m,12.48%,home_improvement,rent,1
3461,621,89497,8,33.1%,25386,36m,19.02%,home_improvement,mortgage,1
3462,688,114813,38,33.0%,48776,36m,8.95%,home_improvement,rent,1
3463,613,137192,25,37.8%,43585,36m,5.84%,car,mortgage,1
3464,754,61574,1,19.1%,40756,60m,11.11%,debt_consolidation,rent,0
3465,758,138494,22,29.8%,9509,36m,10.63%,debt_consolidation,rent,0
3466,621,51417,22,22.8%,24316,36m,22.47%,wedding,rent,1
3467,570,108020,20,33.1%,47617,60m,22.29%,wedding,own,1
3468,567,103639,15,29.9%,13071,36m,15.68%,credit_card,mortgage,1
3469,771,85006,8,17.9%,29742,36m,5.38%,credit_card,own,1
3470,613,114881,12,16.8%,48849,60m,9.57%,small_business,rent,1
3471,631,131862,27,13.8%,15228,36m,17.78%,credit_card,rent,1
3472,659,59454,26,25.2%,13614,60m,7.03%,car,mortgage,1
3473,788,21587,16,38.7%,12301,60m,19.01%,medical,rent,0
3474,644,141688,37,12.0%,37549,36m,5.24%,wedding,rent,1
3475,715,128107,35,8.3%,44851,60m,18.65%,debt_consolidation,rent,0
3476,581,135584,0,9.2%,13374,36m,21.89%,credit_card,rent,1
3477,560,74710,17,32.4%,36407,36m,14.38%,wedding,rent,1
3478,594,143157,8,17.3%,48606,60m,21.58%,car,rent,1
3479,766,106567,12,12.9%,43741,60m,20.63%,car,mortgage,0
3480,582,111748,39,17.3%,15982,60m,18.43%,small_business,mortgage,1
3481,651,95886,14,27.6%,33258,36m,13.9%,credit_card,mortgage,1
3482,718,38816,3,24.1%,47652,36m,10.44%,wedding,rent,1
3483,685,105824,32,31.0%,12248,36m,22.22%,wedding,mortgage,1
3484,560,49432,23,16.9%,12515,36m,17.97%,small_business,rent,1
3485,763,129758,35,20.8%,37042,60m,20.96%,wedding,mortgage,0
3486,728,68617,9,8.6%,28809,36m,16.04%,home_improvement,mortgage,0
3487,637,92373,35,7.6%,12830,36m,8.44%,home_improvement,mortgage,1
3488,590,54217,19,21.2%,37248,36m,24.59%,home_improvement,mortgage,1
3489,694,40884,10,15.6%,8799,36m,8.65%,credit_card,rent,1
3490,625,25454,11,26.4%,10547,60m,23.22%,car,mortgage,1
3491,670,94960,17,6.5%,33562,36m,9.16%,car,mortgage,1
3492,595,122421,29,9.3%,16328,60m,12.47%,debt_consolidation,mortgage,1
3493,709,127173,36,35.3%,14679,36m,13.8%,wedding,mortgage,1
3494,756,63618,19,24.8%,23058,36m,23.43%,home_improvement,rent,0
3495,629,103948,24,29.9%,34237,60m,22.76%,credit_card,rent,1
3496,603,82671,11,34.5%,48696,36m,21.46%,debt_consolidation,mortgage,1
3497,635,67111,20,21.2%,21906,36m,12.53%,car,rent,1
3498,641,59613,24,31.6%,45427,60m,5.09%,wedding,rent,1
3499,697,105678,10,23.4%,40872,36m,18.63%,wedding,own,1
3500,710,140592,8,12.8%,18547,36m,13.22%,debt_consolidation,rent,1
3501,751,122928,24,16.8%,25306,60m,20.14%,home_improvement,mortgage,0
3502,717,144917,34,22.2%,30210,60m,20.9%,wedding,own,0
3503,709,79993,31,16.1%,47693,36m,13.79%,wedding,rent,1
3504,791,148652,13,16.7%,30239,60m,19.96%,wedding,own,0
3505,646,28848,0,16.8%,29830,36m,21.8%,medical,rent,1
3506,551,134853,16,9.3%,5381,36m,23.57%,home_improvement,rent,1
3507,774,98672,24,8.0%,36832,36m,16.65%,home_improvement,rent,0
3508,582,139279,7,6.6%,41357,60m,20.57%,credit_card,mortgage,1
3509,782,86125,4,8.9%,30841,36m,14.89%,medical,own,0
3510,754,106444,4,17.0%,9447,36m,5.83%,wedding,own,0
3511,707,137509,34,25.8%,22368,36m,8.1%,small_business,mortgage,1
3512,710,81602,18,11.6%,22271,60m,7.56%,medical,rent,1
3513,626,92045,22,36.1%,2339,36m,8.44%,medical,own,1
3514,665,125997,8,33.3%,21974,36m,5.2%,car,mortgage,1
3515,703,62222,29,23.2%,28509,60m,22.17%,debt_consolidation,rent,0
3516,699,69223,15,30.3%,39898,60m,16.2%,car,own,1
3517,652,130012,32,17.8%,28221,36m,12.66%,small_business,own,1
3518,743,131246,1,6.3%,29263,36m,13.2%,medical,mortgage,0
3519,715,85333,13,36.7%,9733,60m,14.27%,credit_card,rent,1
3520,652,72732,0,9.5%,47878,60m,6.48%,small_business,own,1
3521,639,142650,25,38.2%,7049,36m,10.49%,wedding,rent,1
3522,723,69420,24,25.0%,45086,36m,22.03%,home_improvement,mortgage,0
3523,671,95504,15,15.7%,47401,36m,19.87%,wedding,rent,0
3524,791,22462,14,22.3%,23088,36m,16.27%,home_improvement,own,0
3525,692,29460,25,22.6%,17608,60m,14.61%,car,rent,0
3526,775,119319,15,5.8%,2638,36m,10.18%,wedding,mortgage,0
3527,655,145602,13,17.4%,9709,60m,14.43%,small_business,rent,1
3528,668,29275,28,30.9%,7143,60m,16.96%,car,mortgage,0
3529,721,114213,23,22.9%,3224,60m,19.25%,credit_card,own,1
3530,598,33269,14,13.5%,49234,60m,8.33%,home_improvement,own,1
3531,653,149593,18,16.7%,46870,36m,21.26%,wedding,rent,1
3532,752,142672,7,35.2%,39013,36m,11.92%,car,rent,1
3533,610,85942,33,23.4%,11741,60m,15.07%,wedding,rent,1
3534,744,92920,1,23.5%,24991,60m,17.16%,debt_consolidation,mortgage,0
3535,672,140737,26,38.7%,42175,36m,14.76%,car,own,1
3536,683,42553,9,16.2%,28081,60m,16.44%,car,mortgage,1
3537,558,44366,34,21.8%,49558,36m,7.23%,medical,rent,1
3538,555,64036,22,33.4%,17642,36m,13.64%,debt_consolidation,rent,1
3539,622,37369,7,31.6%,11567,36m,10.61%,debt_consolidation,mortgage,1
3540,652,31795,27,14.3%,43627,60m,6.72%,wedding,rent,1
3541,772,90021,22,10.3%,40536,36m,8.83%,credit_card,rent,1
3542,709,127205,3,29.5%,19399,36m,17.05%,wedding,rent,1
3543,590,88154,13,14.0%,35103,60m,8.93%,medical,rent,1
3544,663,50143,28,37.3%,47721,60m,8.62%,debt_consolidation,rent,1
3545,753,49425,0,9.5%,17330,60m,16.06%,medical,own,0
3546,557,108209,3,16.1%,18464,36m,23.09%,medical,rent,1
3547,621,95139,31,6.9%,4134,36m,20.77%,home_improvement,own,1
3548,727,125232,32,29.6%,31662,36m,23.1%,wedding,mortgage,0
3549,641,25368,25,36.2%,2184,60m,16.66%,debt_consolidation,mortgage,1
3550,611,24621,16,27.3%,32387,60m,13.2%,home_improvement,rent,1
3551,633,78829,38,37.8%,42824,60m,19.59%,wedding,rent,1
3552,611,149036,22,9.5%,9263,60m,10.23%,car,rent,1
3553,660,80294,31,8.1%,15191,36m,6.56%,wedding,mortgage,1
3554,676,34719,14,34.3%,5514,60m,11.89%,car,mortgage,0
3555,556,49227,12,34.9%,34734,36m,10.98%,home_improvement,own,1
3556,752,129430,1,34.1%,8077,36m,18.51%,car,rent,0
3557,633,27566,18,33.0%,37120,36m,16.03%,home_improvement,mortgage,1
3558,757,32306,23,17.7%,11500,60m,7.77%,wedding,mortgage,0
3559,681,73822,23,12.6%,16992,60m,23.17%,credit_card,rent,1
3560,683,44042,10,37.5%,12133,36m,16.87%,medical,rent,1
3561,607,35086,21,15.7%,8405,36m,14.15%,credit_card,own,1
3562,571,37387,14,18.9%,32269,36m,23.74%,debt_consolidation,rent,1
3563,703,47042,9,29.5%,18874,60m,6.95%,credit_card,own,1
3564,676,109424,26,15.3%,33457,60m,20.79%,credit_card,rent,1
3565,552,71618,8,33.7%,19085,60m,12.29%,car,rent,1
3566,676,112050,27,7.5%,37702,60m,18.91%,small_business,mortgage,1
3567,590,38323,0,32.7%,16347,36m,23.61%,wedding,rent,1
3568,737,38019,16,26.1%,15502,36m,15.35%,small_business,own,1
3569,655,95426,30,25.1%,48479,36m,5.45%,home_improvement,own,1
3570,563,60863,9,21.0%,15848,36m,5.58%,debt_consolidation,mortgage,1
3571,752,140953,36,14.7%,24421,36m,11.61%,small_business,own,0
3572,759,131023,28,21.2%,16426,36m,20.63%,car,rent,0
3573,795,30283,17,20.8%,6695,60m,10.77%,debt_consolidation,mortgage,0
3574,561,38279,37,25.4%,17860,36m,11.69%,medical,own,1
3575,636,66999,38,14.9%,48865,36m,20.69%,home_improvement,mortgage,1
3576,561,82780,5,7.7%,49404,36m,7.32%,car,rent,1
3577,690,42908,39,10.1%,27710,36m,21.94%,credit_card,rent,1
3578,574,81584,11,29.5%,27411,60m,10.32%,wedding,mortgage,1
3579,594,146278,13,5.8%,10843,60m,6.02%,medical,mortgage,1
3580,792,133002,9,35.0%,33152,36m,7.35%,credit_card,rent,0
3581,671,70225,19,29.3%,17573,60m,24.05%,small_business,mortgage,1
3582,696,57952,14,31.9%,40334,36m,14.03%,wedding,rent,1
3583,604,120706,30,34.3%,32737,36m,10.13%,debt_consolidation,mortgage,1
3584,787,57663,6,9.3%,40767,36m,15.43%,medical,own,0
3585,649,142019,9,33.8%,30256,60m,18.65%,wedding,mortgage,1
3586,722,129708,9,22.7%,38634,36m,11.38%,wedding,mortgage,1
3587,685,81381,38,36.0%,43705,36m,19.51%,car,rent,0
3588,770,67929,27,36.0%,4002,60m,10.05%,credit_card,rent,1
3589,668,29343,29,5.8%,18623,36m,7.25%,small_business,rent,1
3590,602,96173,36,18.4%,43815,36m,15.99%,credit_card,mortgage,1
3591,732,120260,2,23.4%,24251,60m,8.02%,debt_consolidation,rent,0
3592,581,59791,14,28.7%,14707,36m,23.81%,debt_consolidation,rent,1
3593,600,49134,20,15.0%,26117,60m,5.01%,small_business,mortgage,1
3594,593,132366,36,13.8%,24743,60m,20.11%,home_improvement,mortgage,1
3595,631,67101,11,18.3%,12790,60m,10.59%,small_business,mortgage,1
3596,747,89443,3,22.5%,34620,60m,21.92%,home_improvement,mortgage,0
3597,695,119111,8,38.3%,17596,60m,6.2%,small_business,rent,1
3598,760,77530,38,31.7%,32339,60m,24.06%,small_business,rent,1
3599,699,66799,27,20.0%,36121,60m,7.03%,debt_consolidation,mortgage,1
3600,586,24827,22,6.9%,44995,60m,20.76%,home_improvement,rent,1
3601,645,116143,39,10.9%,43446,60m,15.35%,small_business,rent,1
3602,605,82653,21,21.0%,47678,60m,13.61%,wedding,mortgage,1
3603,654,33699,23,33.5%,22698,36m,10.6%,credit_card,mortgage,1
3604,608,122828,25,18.3%,41632,60m,21.83%,debt_consolidation,rent,1
3605,680,133497,29,23.8%,16716,36m,9.0%,wedding,rent,0
3606,705,111419,32,36.2%,32806,36m,19.42%,wedding,mortgage,1
3607,751,134527,15,37.0%,19868,36m,13.92%,medical,rent,1
3608,792,136972,21,12.6%,49918,60m,24.97%,debt_consolidation,rent,0
3609,584,25313,17,6.5%,33130,36m,17.23%,small_business,mortgage,1
3610,738,33598,6,15.7%,8125,60m,7.08%,car,rent,0
3611,642,131362,25,29.4%,43972,36m,13.39%,car,rent,1
3612,731,135445,7,38.3%,37115,36m,6.33%,wedding,mortgage,1
3613,740,48807,5,7.7%,49511,36m,10.71%,wedding,own,0
3614,756,90423,29,6.0%,38476,60m,11.87%,debt_consolidation,own,0
3615,646,89390,38,35.9%,31046,60m,22.06%,medical,own,1
3616,684,65226,22,31.2%,24760,36m,21.76%,debt_consolidation,mortgage,1
3617,625,79550,31,39.7%,12114,36m,5.23%,medical,mortgage,1
3618,598,100072,21,18.9%,2637,60m,15.65%,small_business,own,1
3619,643,23558,8,19.6%,40634,36m,9.47%,credit_card,mortgage,1
3620,762,95308,30,11.0%,25177,36m,11.4%,credit_card,rent,0
3621,708,70113,6,9.1%,37776,36m,5.43%,medical,mortgage,0
3622,735,72999,8,25.3%,25600,60m,19.99%,wedding,own,0
3623,738,75878,12,17.7%,18251,36m,24.01%,home_improvement,own,1
3624,573,56343,2,7.8%,28809,36m,9.39%,credit_card,rent,1
3625,697,78219,34,36.0%,25756,60m,11.84%,car,own,0
3626,586,55186,32,11.9%,40368,60m,9.13%,debt_consolidation,mortgage,1
3627,553,56966,20,31.2%,13649,36m,23.6%,small_business,rent,1
3628,769,53769,30,14.9%,13366,36m,5.19%,home_improvement,own,0
3629,657,139932,33,33.5%,13880,36m,16.68%,wedding,own,1
3630,675,146264,31,9.1%,19783,36m,22.42%,car,mortgage,1
3631,569,125423,34,31.5%,24226,36m,8.73%,debt_consolidation,own,1
3632,737,73218,14,8.4%,43209,36m,16.8%,car,mortgage,0
3633,701,39229,31,20.6%,7320,36m,6.01%,home_improvement,mortgage,0
3634,599,95209,5,30.7%,10727,60m,21.29%,medical,own,1
3635,726,47877,20,11.1%,13724,60m,10.49%,debt_consolidation,own,0
3636,728,78001,32,15.0%,41211,36m,24.78%,car,rent,1
3637,645,117137,31,35.3%,21933,60m,23.44%,small_business,rent,1
3638,654,58084,18,36.0%,15394,36m,19.65%,wedding,rent,1
3639,713,101780,32,6.6%,41720,60m,14.94%,small_business,own,1
3640,799,112892,27,10.9%,43417,36m,20.33%,car,mortgage,0
3641,666,36806,30,9.1%,21122,60m,7.61%,wedding,own,1
3642,647,108635,20,11.3%,38137,60m,11.2%,home_improvement,mortgage,1
3643,777,130177,33,39.0%,33437,36m,5.54%,home_improvement,mortgage,0
3644,615,57034,14,24.3%,22519,60m,17.9%,wedding,own,1
3645,628,60317,13,21.4%,9983,60m,21.11%,small_business,rent,1
3646,711,75468,18,39.5%,46656,36m,23.93%,small_business,mortgage,1
3647,713,39094,14,24.5%,7635,60m,18.73%,wedding,mortgage,0
3648,555,77796,5,28.1%,38837,60m,19.64%,home_improvement,mortgage,1
3649,588,30589,8,16.6%,41019,60m,22.91%,medical,mortgage,1
3650,719,77221,36,18.4%,46347,60m,23.73%,credit_card,own,0
3651,792,144855,19,25.8%,21622,36m,14.83%,car,rent,0
3652,664,21657,33,7.4%,40505,60m,7.2%,medical,rent,1
3653,735,118300,37,14.0%,11439,60m,14.33%,car,own,1
3654,795,137229,25,11.9%,29909,36m,16.12%,small_business,rent,0
3655,674,59531,17,5.6%,37341,36m,17.63%,medical,rent,1
3656,561,72227,27,23.8%,34893,60m,24.79%,small_business,rent,1
3657,680,23164,8,24.6%,44189,60m,23.35%,wedding,rent,1
3658,786,113078,31,18.4%,13403,36m,12.93%,wedding,mortgage,1
3659,567,103973,5,14.4%,36074,36m,7.27%,small_business,mortgage,1
3660,589,61247,13,27.8%,36869,36m,9.3%,small_business,mortgage,1
3661,570,124041,27,9.7%,49449,60m,8.48%,debt_consolidation,mortgage,1
3662,692,39601,23,23.2%,34903,60m,12.12%,credit_card,rent,0
3663,774,113966,12,31.9%,28953,36m,22.53%,small_business,rent,0
3664,648,70599,11,10.8%,9311,36m,13.76%,car,own,1
3665,575,91545,18,31.4%,34025,60m,16.35%,home_improvement,mortgage,1
3666,557,135295,20,31.6%,22615,36m,8.58%,credit_card,rent,1
3667,649,24552,26,7.1%,35580,60m,14.86%,car,mortgage,0
3668,789,136452,18,5.7%,28320,36m,22.47%,debt_consolidation,rent,0
3669,771,29417,23,39.1%,44898,36m,20.47%,small_business,rent,0
3670,636,78579,25,11.8%,25952,36m,6.62%,car,rent,1
3671,591,127525,27,33.8%,19254,60m,22.24%,car,own,1
3672,721,88207,17,24.7%,17227,60m,10.48%,car,mortgage,1
3673,563,92055,35,14.3%,15760,60m,18.31%,credit_card,rent,1
3674,627,122266,28,9.5%,10826,60m,7.93%,small_business,mortgage,1
3675,551,98270,16,22.4%,15939,36m,18.49%,car,own,1
3676,668,131426,3,19.3%,35436,36m,5.71%,home_improvement,mortgage,1
3677,586,137865,28,29.5%,19677,36m,17.01%,small_business,rent,1
3678,618,23722,3,36.6%,10460,60m,17.92%,medical,rent,1
3679,715,90442,9,33.2%,10673,36m,9.89%,home_improvement,rent,1
3680,786,115632,24,14.6%,29866,60m,23.74%,debt_consolidation,mortgage,0
3681,590,60031,30,35.8%,38158,60m,5.92%,wedding,mortgage,1
3682,611,99235,2,34.2%,11453,36m,22.83%,credit_card,rent,1
3683,795,41438,1,37.5%,17904,60m,12.64%,medical,mortgage,0
3684,609,78819,24,21.1%,17396,60m,19.28%,credit_card,mortgage,1
3685,674,63856,5,31.9%,30370,60m,18.03%,credit_card,own,1
3686,660,53576,25,25.7%,23933,60m,8.36%,car,mortgage,1
3687,563,61938,7,15.9%,32349,60m,11.38%,home_improvement,mortgage,1
3688,797,69028,34,39.8%,6334,36m,15.59%,medical,own,0
3689,780,79807,26,6.3%,33460,60m,21.93%,car,rent,0
3690,766,69877,24,10.7%,29268,36m,24.1%,medical,rent,0
3691,633,117783,17,36.2%,24068,36m,5.41%,small_business,mortgage,1
3692,679,63461,0,7.1%,30247,60m,12.05%,small_business,mortgage,0
3693,780,113474,38,36.0%,25134,60m,18.36%,home_improvement,mortgage,0
3694,619,60469,2,30.0%,18285,36m,15.55%,car,own,1
3695,694,103136,3,6.3%,37003,36m,23.86%,medical,mortgage,1
3696,672,40435,36,20.0%,23367,60m,5.34%,wedding,own,1
3697,638,104117,14,31.4%,26136,60m,13.75%,small_business,own,1
3698,798,34191,7,25.4%,39787,36m,18.38%,car,rent,0
3699,577,104726,37,37.8%,26425,60m,9.35%,credit_card,mortgage,1
3700,615,143658,18,35.4%,31465,36m,19.52%,small_business,own,1
3701,712,135660,25,16.6%,20961,60m,6.62%,debt_consolidation,mortgage,1
3702,778,47386,38,8.0%,35443,60m,14.02%,medical,mortgage,0
3703,554,51721,9,38.0%,20823,60m,18.52%,wedding,mortgage,1
3704,742,74786,37,23.1%,11873,60m,10.34%,small_business,rent,1
3705,717,33704,13,7.6%,7587,36m,6.48%,home_improvement,rent,0
3706,753,76635,18,33.6%,40713,60m,24.14%,medical,mortgage,0
3707,733,22123,29,35.4%,27852,36m,23.28%,debt_consolidation,mortgage,1
3708,713,110710,4,27.4%,39535,36m,23.53%,medical,mortgage,1
3709,594,129837,30,20.7%,9004,36m,24.57%,medical,own,1
3710,700,134912,6,28.2%,42496,36m,8.69%,small_business,rent,0
3711,596,82993,18,29.7%,29823,36m,8.16%,medical,rent,1
3712,580,132752,30,36.3%,41377,36m,5.68%,home_improvement,mortgage,1
3713,688,100122,38,38.5%,9131,60m,22.84%,debt_consolidation,own,1
3714,559,117512,23,23.0%,19696,60m,20.06%,small_business,mortgage,1
3715,744,45416,33,32.9%,27649,36m,17.67%,debt_consolidation,mortgage,0
3716,667,21814,22,38.8%,6099,60m,23.55%,home_improvement,mortgage,1
3717,563,98537,39,10.3%,33571,36m,16.5%,medical,mortgage,1
3718,629,70258,5,5.6%,32580,36m,7.59%,medical,rent,1
3719,751,36508,37,35.4%,30664,36m,8.54%,small_business,rent,1
3720,642,105166,35,11.8%,17582,36m,7.64%,debt_consolidation,rent,1
3721,559,98916,26,6.5%,28469,36m,11.15%,medical,rent,1
3722,625,133710,10,10.6%,24402,60m,12.59%,wedding,rent,1
3723,643,55699,4,18.4%,26236,36m,20.94%,credit_card,mortgage,1
3724,654,66335,16,12.7%,27110,36m,8.83%,medical,rent,1
3725,550,66806,6,15.7%,25430,36m,19.51%,wedding,rent,1
3726,682,97853,26,39.1%,46407,60m,14.82%,medical,mortgage,1
3727,569,83768,14,29.7%,39948,36m,24.99%,car,rent,1
3728,557,55739,12,29.9%,19763,60m,20.53%,debt_consolidation,rent,1
3729,720,54785,10,8.3%,19029,36m,24.38%,debt_consolidation,own,0
3730,753,51980,25,30.6%,40180,36m,11.85%,wedding,rent,0
3731,550,109335,21,30.9%,6652,36m,7.46%,credit_card,rent,1
3732,606,120719,27,28.1%,8834,60m,15.12%,credit_card,rent,1
3733,613,114702,23,13.0%,39219,60m,7.48%,credit_card,own,1
3734,667,105016,28,19.8%,24487,36m,14.85%,debt_consolidation,mortgage,1
3735,761,21609,8,34.6%,9084,36m,10.4%,car,rent,1
3736,577,86253,3,28.5%,47630,36m,14.82%,car,mortgage,1
3737,670,105481,17,30.6%,16692,36m,23.99%,home_improvement,rent,1
3738,656,111128,15,25.6%,4655,36m,10.78%,debt_consolidation,mortgage,1
3739,714,48141,32,20.7%,42201,60m,24.87%,home_improvement,mortgage,0
3740,724,50009,28,31.6%,36082,60m,9.59%,medical,rent,0
3741,778,147581,38,7.4%,49670,36m,9.16%,credit_card,mortgage,1
3742,753,130966,9,28.6%,7272,60m,15.9%,home_improvement,mortgage,1
3743,714,26782,8,39.9%,2218,60m,21.84%,small_business,own,0
3744,598,112072,30,32.3%,32892,36m,19.99%,home_improvement,own,1
3745,790,119352,27,15.2%,39471,36m,19.47%,debt_consolidation,mortgage,0
3746,669,45933,2,14.7%,23515,60m,10.65%,credit_card,own,0
3747,593,97154,13,28.4%,36307,60m,5.45%,credit_card,mortgage,1
3748,605,28307,24,36.4%,15145,36m,8.23%,car,own,1
3749,705,112207,14,25.2%,19986,60m,11.99%,home_improvement,mortgage,1
3750,660,126209,1,23.5%,21088,36m,24.43%,car,mortgage,1
3751,756,128297,23,10.6%,7064,60m,23.4%,home_improvement,own,0
3752,683,95874,13,30.0%,48556,36m,9.01%,debt_consolidation,own,1
3753,657,58346,6,29.6%,24196,60m,19.51%,debt_consolidation,rent,1
3754,738,132138,35,38.8%,13603,36m,16.58%,medical,rent,1
3755,697,70772,23,15.5%,4488,36m,6.0%,home_improvement,own,1
3756,663,92084,26,31.5%,27192,36m,12.43%,home_improvement,mortgage,1
3757,627,60149,36,20.2%,30897,36m,14.72%,credit_card,own,1
